chr1	1
scaffold4894	scaffold4894
scaffold4896	scaffold4896
scaffold4897	scaffold4897
scaffold4898	scaffold4898
scaffold4899	scaffold4899
scaffold4900	scaffold4900
scaffold4901	scaffold4901
scaffold4902	scaffold4902
scaffold4903	scaffold4903
scaffold4904	scaffold4904
scaffold4905	scaffold4905
scaffold4906	scaffold4906
scaffold4907	scaffold4907
scaffold4908	scaffold4908
scaffold4909	scaffold4909
scaffold4910	scaffold4910
scaffold4911	scaffold4911
scaffold4912	scaffold4912
scaffold4913	scaffold4913
scaffold4914	scaffold4914
scaffold4915	scaffold4915
scaffold4916	scaffold4916
scaffold4917	scaffold4917
scaffold4918	scaffold4918
scaffold4919	scaffold4919
scaffold4920	scaffold4920
scaffold4921	scaffold4921
scaffold4922	scaffold4922
scaffold4923	scaffold4923
scaffold4924	scaffold4924
scaffold4925	scaffold4925
scaffold4926	scaffold4926
scaffold4927	scaffold4927
scaffold4928	scaffold4928
scaffold4929	scaffold4929
scaffold4930	scaffold4930
scaffold4931	scaffold4931
scaffold4932	scaffold4932
scaffold4933	scaffold4933
scaffold4934	scaffold4934
scaffold4935	scaffold4935
scaffold4936	scaffold4936
scaffold4937	scaffold4937
scaffold4938	scaffold4938
scaffold4939	scaffold4939
scaffold4940	scaffold4940
scaffold4941	scaffold4941
scaffold4942	scaffold4942
scaffold4943	scaffold4943
scaffold4944	scaffold4944
scaffold4945	scaffold4945
scaffold4946	scaffold4946
scaffold4947	scaffold4947
scaffold4949	scaffold4949
scaffold4950	scaffold4950
scaffold4951	scaffold4951
scaffold4952	scaffold4952
scaffold4953	scaffold4953
scaffold4954	scaffold4954
scaffold4955	scaffold4955
scaffold4956	scaffold4956
scaffold4957	scaffold4957
scaffold4958	scaffold4958
scaffold4959	scaffold4959
scaffold4960	scaffold4960
scaffold4961	scaffold4961
scaffold4962	scaffold4962
scaffold4963	scaffold4963
scaffold4964	scaffold4964
scaffold4965	scaffold4965
scaffold4966	scaffold4966
scaffold4967	scaffold4967
scaffold4968	scaffold4968
scaffold4969	scaffold4969
scaffold497	scaffold497
scaffold4970	scaffold4970
scaffold4971	scaffold4971
scaffold4972	scaffold4972
scaffold4973	scaffold4973
scaffold4974	scaffold4974
scaffold4975	scaffold4975
scaffold4976	scaffold4976
scaffold4977	scaffold4977
scaffold4978	scaffold4978
scaffold4979	scaffold4979
scaffold498	scaffold498
scaffold4980	scaffold4980
scaffold4981	scaffold4981
scaffold4982	scaffold4982
scaffold4983	scaffold4983
scaffold4984	scaffold4984
scaffold4985	scaffold4985
scaffold4986	scaffold4986
scaffold4987	scaffold4987
scaffold4988	scaffold4988
scaffold4989	scaffold4989
scaffold4990	scaffold4990
scaffold4991	scaffold4991
scaffold4992	scaffold4992
scaffold4993	scaffold4993
scaffold4994	scaffold4994
scaffold4995	scaffold4995
scaffold4996	scaffold4996
scaffold4997	scaffold4997
scaffold4998	scaffold4998
scaffold4999	scaffold4999
scaffold5000	scaffold5000
scaffold5001	scaffold5001
scaffold5002	scaffold5002
scaffold5003	scaffold5003
scaffold5004	scaffold5004
scaffold5005	scaffold5005
scaffold5006	scaffold5006
scaffold5007	scaffold5007
scaffold5008	scaffold5008
scaffold5009	scaffold5009
scaffold5010	scaffold5010
scaffold5011	scaffold5011
scaffold5012	scaffold5012
scaffold5013	scaffold5013
scaffold5014	scaffold5014
scaffold5015	scaffold5015
scaffold5016	scaffold5016
scaffold5017	scaffold5017
scaffold5018	scaffold5018
scaffold5019	scaffold5019
scaffold5020	scaffold5020
scaffold5021	scaffold5021
scaffold5022	scaffold5022
scaffold5023	scaffold5023
scaffold5024	scaffold5024
scaffold5025	scaffold5025
scaffold5026	scaffold5026
scaffold5027	scaffold5027
scaffold5028	scaffold5028
scaffold5029	scaffold5029
scaffold5030	scaffold5030
scaffold5031	scaffold5031
scaffold5032	scaffold5032
scaffold5033	scaffold5033
scaffold5034	scaffold5034
scaffold5035	scaffold5035
scaffold5036	scaffold5036
scaffold5037	scaffold5037
scaffold5038	scaffold5038
scaffold5039	scaffold5039
scaffold504	scaffold504
scaffold5040	scaffold5040
scaffold5041	scaffold5041
scaffold5042	scaffold5042
scaffold5043	scaffold5043
scaffold5044	scaffold5044
scaffold5045	scaffold5045
scaffold5046	scaffold5046
scaffold5047	scaffold5047
scaffold5048	scaffold5048
scaffold5049	scaffold5049
scaffold5050	scaffold5050
scaffold5051	scaffold5051
scaffold5052	scaffold5052
scaffold5053	scaffold5053
scaffold5054	scaffold5054
scaffold5055	scaffold5055
scaffold5056	scaffold5056
scaffold5057	scaffold5057
scaffold5058	scaffold5058
scaffold5059	scaffold5059
scaffold5060	scaffold5060
scaffold5061	scaffold5061
scaffold5062	scaffold5062
scaffold5063	scaffold5063
scaffold5064	scaffold5064
scaffold5065	scaffold5065
scaffold5066	scaffold5066
scaffold5067	scaffold5067
scaffold5068	scaffold5068
scaffold5069	scaffold5069
scaffold507	scaffold507
scaffold5070	scaffold5070
scaffold5071	scaffold5071
scaffold5072	scaffold5072
scaffold5073	scaffold5073
scaffold5074	scaffold5074
scaffold5075	scaffold5075
scaffold5076	scaffold5076
scaffold5077	scaffold5077
scaffold5078	scaffold5078
scaffold5079	scaffold5079
scaffold508	scaffold508
scaffold5080	scaffold5080
scaffold5081	scaffold5081
scaffold5082	scaffold5082
scaffold5083	scaffold5083
scaffold5084	scaffold5084
scaffold5085	scaffold5085
scaffold5086	scaffold5086
scaffold5087	scaffold5087
scaffold5088	scaffold5088
scaffold5089	scaffold5089
scaffold5090	scaffold5090
scaffold5091	scaffold5091
scaffold5092	scaffold5092
scaffold5093	scaffold5093
scaffold5094	scaffold5094
scaffold5095	scaffold5095
scaffold5096	scaffold5096
scaffold5097	scaffold5097
scaffold5098	scaffold5098
scaffold5099	scaffold5099
scaffold510	scaffold510
scaffold5100	scaffold5100
scaffold5101	scaffold5101
scaffold5102	scaffold5102
scaffold5103	scaffold5103
scaffold5104	scaffold5104
scaffold5105	scaffold5105
scaffold5106	scaffold5106
scaffold5107	scaffold5107
scaffold5108	scaffold5108
scaffold5109	scaffold5109
scaffold5110	scaffold5110
scaffold5111	scaffold5111
scaffold5112	scaffold5112
scaffold5113	scaffold5113
scaffold5114	scaffold5114
scaffold5115	scaffold5115
scaffold5116	scaffold5116
scaffold5117	scaffold5117
scaffold5118	scaffold5118
scaffold5119	scaffold5119
scaffold5120	scaffold5120
scaffold5121	scaffold5121
scaffold5122	scaffold5122
scaffold5123	scaffold5123
scaffold5124	scaffold5124
scaffold5125	scaffold5125
scaffold5126	scaffold5126
scaffold5127	scaffold5127
scaffold5128	scaffold5128
scaffold5129	scaffold5129
scaffold513	scaffold513
scaffold5130	scaffold5130
scaffold5131	scaffold5131
scaffold5132	scaffold5132
scaffold5133	scaffold5133
scaffold5134	scaffold5134
scaffold5135	scaffold5135
scaffold5136	scaffold5136
scaffold5137	scaffold5137
scaffold5138	scaffold5138
scaffold5139	scaffold5139
scaffold5140	scaffold5140
scaffold5141	scaffold5141
scaffold5142	scaffold5142
scaffold5143	scaffold5143
scaffold5144	scaffold5144
scaffold5145	scaffold5145
scaffold5146	scaffold5146
scaffold5147	scaffold5147
scaffold5148	scaffold5148
scaffold5149	scaffold5149
scaffold5150	scaffold5150
scaffold5151	scaffold5151
scaffold5152	scaffold5152
scaffold5153	scaffold5153
scaffold5154	scaffold5154
scaffold5155	scaffold5155
scaffold5156	scaffold5156
scaffold5157	scaffold5157
scaffold5158	scaffold5158
scaffold5159	scaffold5159
scaffold5160	scaffold5160
scaffold5161	scaffold5161
scaffold5162	scaffold5162
scaffold5163	scaffold5163
scaffold5164	scaffold5164
scaffold5165	scaffold5165
scaffold5166	scaffold5166
scaffold5167	scaffold5167
scaffold5168	scaffold5168
scaffold5169	scaffold5169
scaffold5170	scaffold5170
scaffold5172	scaffold5172
scaffold5173	scaffold5173
scaffold5174	scaffold5174
scaffold5175	scaffold5175
scaffold5176	scaffold5176
scaffold5177	scaffold5177
scaffold5178	scaffold5178
scaffold5179	scaffold5179
scaffold5180	scaffold5180
scaffold5181	scaffold5181
scaffold5182	scaffold5182
scaffold5183	scaffold5183
scaffold5184	scaffold5184
scaffold5185	scaffold5185
scaffold5186	scaffold5186
scaffold5187	scaffold5187
scaffold5188	scaffold5188
scaffold5189	scaffold5189
scaffold5190	scaffold5190
scaffold5191	scaffold5191
scaffold5192	scaffold5192
scaffold5193	scaffold5193
scaffold5194	scaffold5194
scaffold5195	scaffold5195
scaffold5196	scaffold5196
scaffold5197	scaffold5197
scaffold5198	scaffold5198
scaffold5199	scaffold5199
scaffold5200	scaffold5200
scaffold5201	scaffold5201
scaffold5202	scaffold5202
scaffold5203	scaffold5203
scaffold5205	scaffold5205
scaffold5206	scaffold5206
scaffold5207	scaffold5207
scaffold5208	scaffold5208
scaffold5209	scaffold5209
scaffold521	scaffold521
scaffold5210	scaffold5210
scaffold5211	scaffold5211
scaffold5212	scaffold5212
scaffold5213	scaffold5213
scaffold5214	scaffold5214
scaffold5215	scaffold5215
scaffold5216	scaffold5216
scaffold5217	scaffold5217
scaffold5218	scaffold5218
scaffold5219	scaffold5219
scaffold5220	scaffold5220
scaffold5221	scaffold5221
scaffold5222	scaffold5222
scaffold5223	scaffold5223
scaffold5224	scaffold5224
scaffold5225	scaffold5225
scaffold5226	scaffold5226
scaffold5227	scaffold5227
scaffold5228	scaffold5228
scaffold5229	scaffold5229
scaffold5230	scaffold5230
scaffold5231	scaffold5231
scaffold5232	scaffold5232
scaffold5233	scaffold5233
scaffold5234	scaffold5234
scaffold5235	scaffold5235
scaffold5236	scaffold5236
scaffold5237	scaffold5237
scaffold5238	scaffold5238
scaffold5239	scaffold5239
scaffold5240	scaffold5240
scaffold5241	scaffold5241
scaffold5242	scaffold5242
scaffold5243	scaffold5243
scaffold5244	scaffold5244
scaffold5245	scaffold5245
scaffold5246	scaffold5246
scaffold5247	scaffold5247
scaffold5248	scaffold5248
scaffold5249	scaffold5249
scaffold5250	scaffold5250
scaffold5251	scaffold5251
scaffold5252	scaffold5252
scaffold5253	scaffold5253
scaffold5254	scaffold5254
scaffold5255	scaffold5255
scaffold5256	scaffold5256
scaffold5257	scaffold5257
scaffold5258	scaffold5258
scaffold5259	scaffold5259
scaffold5260	scaffold5260
scaffold5261	scaffold5261
scaffold5262	scaffold5262
scaffold5263	scaffold5263
scaffold5264	scaffold5264
scaffold5265	scaffold5265
scaffold5266	scaffold5266
scaffold5267	scaffold5267
scaffold5268	scaffold5268
scaffold5269	scaffold5269
scaffold5270	scaffold5270
scaffold5271	scaffold5271
scaffold5272	scaffold5272
scaffold5273	scaffold5273
scaffold5274	scaffold5274
scaffold5275	scaffold5275
scaffold5276	scaffold5276
scaffold5277	scaffold5277
scaffold5278	scaffold5278
scaffold5279	scaffold5279
scaffold5280	scaffold5280
scaffold5281	scaffold5281
scaffold5282	scaffold5282
scaffold5283	scaffold5283
scaffold5284	scaffold5284
scaffold5285	scaffold5285
scaffold5286	scaffold5286
scaffold5287	scaffold5287
scaffold5288	scaffold5288
scaffold5289	scaffold5289
scaffold529	scaffold529
scaffold5290	scaffold5290
scaffold5291	scaffold5291
scaffold5292	scaffold5292
scaffold5293	scaffold5293
scaffold5294	scaffold5294
scaffold5295	scaffold5295
scaffold5296	scaffold5296
scaffold5297	scaffold5297
scaffold5298	scaffold5298
scaffold5299	scaffold5299
scaffold5300	scaffold5300
scaffold5301	scaffold5301
scaffold5302	scaffold5302
scaffold5303	scaffold5303
scaffold5304	scaffold5304
scaffold5305	scaffold5305
scaffold5306	scaffold5306
scaffold5307	scaffold5307
scaffold5308	scaffold5308
scaffold5309	scaffold5309
scaffold5310	scaffold5310
scaffold5311	scaffold5311
scaffold5312	scaffold5312
scaffold5313	scaffold5313
scaffold5314	scaffold5314
scaffold5315	scaffold5315
scaffold5316	scaffold5316
scaffold5317	scaffold5317
scaffold5318	scaffold5318
scaffold5319	scaffold5319
scaffold5320	scaffold5320
scaffold5321	scaffold5321
scaffold5323	scaffold5323
scaffold5324	scaffold5324
scaffold5325	scaffold5325
scaffold5326	scaffold5326
scaffold5327	scaffold5327
scaffold5328	scaffold5328
scaffold5329	scaffold5329
scaffold5330	scaffold5330
scaffold5331	scaffold5331
scaffold5332	scaffold5332
scaffold5333	scaffold5333
scaffold5334	scaffold5334
scaffold5335	scaffold5335
scaffold5336	scaffold5336
scaffold5337	scaffold5337
scaffold5338	scaffold5338
scaffold5340	scaffold5340
scaffold5341	scaffold5341
scaffold5342	scaffold5342
scaffold5343	scaffold5343
scaffold5344	scaffold5344
scaffold5345	scaffold5345
scaffold5346	scaffold5346
scaffold5347	scaffold5347
scaffold5348	scaffold5348
scaffold5349	scaffold5349
scaffold5350	scaffold5350
scaffold5351	scaffold5351
scaffold5352	scaffold5352
scaffold5353	scaffold5353
scaffold5354	scaffold5354
scaffold5355	scaffold5355
scaffold5356	scaffold5356
scaffold5357	scaffold5357
scaffold5358	scaffold5358
scaffold5359	scaffold5359
scaffold536	scaffold536
scaffold5360	scaffold5360
scaffold5361	scaffold5361
scaffold5362	scaffold5362
scaffold5363	scaffold5363
scaffold5364	scaffold5364
scaffold5365	scaffold5365
scaffold5366	scaffold5366
scaffold5367	scaffold5367
scaffold5368	scaffold5368
scaffold5369	scaffold5369
scaffold5370	scaffold5370
scaffold5371	scaffold5371
scaffold5372	scaffold5372
scaffold5373	scaffold5373
scaffold5374	scaffold5374
scaffold5375	scaffold5375
scaffold5376	scaffold5376
scaffold5377	scaffold5377
scaffold5378	scaffold5378
scaffold5379	scaffold5379
scaffold5380	scaffold5380
scaffold5381	scaffold5381
scaffold5382	scaffold5382
scaffold5383	scaffold5383
scaffold5384	scaffold5384
scaffold5385	scaffold5385
scaffold5386	scaffold5386
scaffold5387	scaffold5387
scaffold5388	scaffold5388
scaffold5389	scaffold5389
scaffold5390	scaffold5390
scaffold5391	scaffold5391
scaffold5392	scaffold5392
scaffold5393	scaffold5393
scaffold5394	scaffold5394
scaffold5395	scaffold5395
scaffold5396	scaffold5396
scaffold5397	scaffold5397
scaffold5398	scaffold5398
scaffold5399	scaffold5399
scaffold5400	scaffold5400
scaffold5401	scaffold5401
scaffold5402	scaffold5402
scaffold5403	scaffold5403
scaffold5404	scaffold5404
scaffold5405	scaffold5405
scaffold5406	scaffold5406
scaffold5407	scaffold5407
scaffold5408	scaffold5408
scaffold5409	scaffold5409
scaffold541	scaffold541
scaffold5410	scaffold5410
scaffold5411	scaffold5411
scaffold5412	scaffold5412
scaffold5413	scaffold5413
scaffold5414	scaffold5414
scaffold5415	scaffold5415
scaffold5416	scaffold5416
scaffold5417	scaffold5417
scaffold5418	scaffold5418
scaffold5419	scaffold5419
scaffold5420	scaffold5420
scaffold5421	scaffold5421
scaffold5422	scaffold5422
scaffold5423	scaffold5423
scaffold5424	scaffold5424
scaffold5425	scaffold5425
scaffold5426	scaffold5426
scaffold5427	scaffold5427
scaffold5428	scaffold5428
scaffold5429	scaffold5429
scaffold5430	scaffold5430
scaffold5431	scaffold5431
scaffold5432	scaffold5432
scaffold5433	scaffold5433
scaffold5434	scaffold5434
scaffold5435	scaffold5435
scaffold5436	scaffold5436
scaffold5437	scaffold5437
scaffold5438	scaffold5438
scaffold5439	scaffold5439
scaffold5440	scaffold5440
scaffold5441	scaffold5441
scaffold5442	scaffold5442
scaffold5443	scaffold5443
scaffold5444	scaffold5444
scaffold5445	scaffold5445
scaffold5446	scaffold5446
scaffold5447	scaffold5447
scaffold5448	scaffold5448
scaffold5449	scaffold5449
scaffold5450	scaffold5450
scaffold5451	scaffold5451
scaffold5452	scaffold5452
scaffold5453	scaffold5453
scaffold5454	scaffold5454
scaffold5455	scaffold5455
scaffold5456	scaffold5456
scaffold5457	scaffold5457
scaffold5458	scaffold5458
scaffold5459	scaffold5459
scaffold5460	scaffold5460
scaffold5461	scaffold5461
scaffold5462	scaffold5462
scaffold5463	scaffold5463
scaffold5464	scaffold5464
scaffold5465	scaffold5465
scaffold5466	scaffold5466
scaffold5467	scaffold5467
scaffold5468	scaffold5468
scaffold5469	scaffold5469
scaffold5470	scaffold5470
scaffold5471	scaffold5471
scaffold5472	scaffold5472
scaffold5473	scaffold5473
scaffold5474	scaffold5474
scaffold5475	scaffold5475
scaffold5476	scaffold5476
scaffold5477	scaffold5477
scaffold5478	scaffold5478
scaffold5479	scaffold5479
scaffold5480	scaffold5480
scaffold5481	scaffold5481
scaffold5482	scaffold5482
scaffold5483	scaffold5483
scaffold5484	scaffold5484
scaffold5485	scaffold5485
scaffold5486	scaffold5486
scaffold5487	scaffold5487
scaffold5488	scaffold5488
scaffold5489	scaffold5489
scaffold549	scaffold549
scaffold5490	scaffold5490
scaffold5491	scaffold5491
scaffold5492	scaffold5492
scaffold5493	scaffold5493
scaffold5494	scaffold5494
scaffold5495	scaffold5495
scaffold5496	scaffold5496
scaffold5497	scaffold5497
scaffold5498	scaffold5498
scaffold5499	scaffold5499
scaffold5500	scaffold5500
scaffold5501	scaffold5501
scaffold5502	scaffold5502
scaffold5503	scaffold5503
scaffold5504	scaffold5504
scaffold5505	scaffold5505
scaffold5506	scaffold5506
scaffold5507	scaffold5507
scaffold5508	scaffold5508
scaffold5509	scaffold5509
scaffold551	scaffold551
scaffold5510	scaffold5510
scaffold5511	scaffold5511
scaffold5512	scaffold5512
scaffold5513	scaffold5513
scaffold5514	scaffold5514
scaffold5515	scaffold5515
scaffold5516	scaffold5516
scaffold5517	scaffold5517
scaffold5518	scaffold5518
scaffold5519	scaffold5519
scaffold5520	scaffold5520
scaffold5521	scaffold5521
scaffold5522	scaffold5522
scaffold5523	scaffold5523
scaffold5524	scaffold5524
scaffold5525	scaffold5525
scaffold5526	scaffold5526
scaffold5527	scaffold5527
scaffold5528	scaffold5528
scaffold5529	scaffold5529
scaffold5530	scaffold5530
scaffold5531	scaffold5531
scaffold5532	scaffold5532
scaffold5533	scaffold5533
scaffold5534	scaffold5534
scaffold5535	scaffold5535
scaffold5536	scaffold5536
scaffold5537	scaffold5537
scaffold5538	scaffold5538
scaffold5539	scaffold5539
scaffold5541	scaffold5541
scaffold5542	scaffold5542
scaffold5543	scaffold5543
scaffold5544	scaffold5544
scaffold5545	scaffold5545
scaffold5546	scaffold5546
scaffold5547	scaffold5547
scaffold5548	scaffold5548
scaffold5549	scaffold5549
scaffold5550	scaffold5550
scaffold5551	scaffold5551
scaffold5552	scaffold5552
scaffold5553	scaffold5553
scaffold5554	scaffold5554
scaffold5555	scaffold5555
scaffold5556	scaffold5556
scaffold5558	scaffold5558
scaffold5559	scaffold5559
scaffold5560	scaffold5560
scaffold5561	scaffold5561
scaffold5562	scaffold5562
scaffold5563	scaffold5563
scaffold5564	scaffold5564
scaffold5565	scaffold5565
scaffold5566	scaffold5566
scaffold5567	scaffold5567
scaffold5568	scaffold5568
scaffold5569	scaffold5569
scaffold5570	scaffold5570
scaffold5571	scaffold5571
scaffold5572	scaffold5572
scaffold5573	scaffold5573
scaffold5574	scaffold5574
scaffold5575	scaffold5575
scaffold5576	scaffold5576
scaffold5577	scaffold5577
scaffold5578	scaffold5578
scaffold5579	scaffold5579
scaffold558	scaffold558
scaffold5580	scaffold5580
scaffold5581	scaffold5581
scaffold5582	scaffold5582
scaffold5583	scaffold5583
scaffold5584	scaffold5584
scaffold5585	scaffold5585
scaffold5586	scaffold5586
scaffold5587	scaffold5587
scaffold5588	scaffold5588
scaffold5589	scaffold5589
scaffold5590	scaffold5590
scaffold5591	scaffold5591
scaffold5592	scaffold5592
scaffold5593	scaffold5593
scaffold5594	scaffold5594
scaffold5595	scaffold5595
scaffold5596	scaffold5596
scaffold5597	scaffold5597
scaffold5598	scaffold5598
scaffold5599	scaffold5599
scaffold5600	scaffold5600
scaffold5601	scaffold5601
scaffold5602	scaffold5602
scaffold5603	scaffold5603
scaffold5604	scaffold5604
scaffold5605	scaffold5605
scaffold5606	scaffold5606
scaffold5607	scaffold5607
scaffold5608	scaffold5608
scaffold5609	scaffold5609
scaffold5610	scaffold5610
scaffold5611	scaffold5611
scaffold5612	scaffold5612
scaffold5613	scaffold5613
scaffold5614	scaffold5614
scaffold5615	scaffold5615
scaffold5616	scaffold5616
scaffold5617	scaffold5617
scaffold5618	scaffold5618
scaffold5619	scaffold5619
scaffold5620	scaffold5620
scaffold5621	scaffold5621
scaffold5622	scaffold5622
scaffold5623	scaffold5623
scaffold5624	scaffold5624
scaffold5625	scaffold5625
scaffold5626	scaffold5626
scaffold5627	scaffold5627
scaffold5628	scaffold5628
scaffold5629	scaffold5629
scaffold5630	scaffold5630
scaffold5631	scaffold5631
scaffold5632	scaffold5632
scaffold5633	scaffold5633
scaffold5634	scaffold5634
scaffold5635	scaffold5635
scaffold5636	scaffold5636
scaffold5637	scaffold5637
scaffold5638	scaffold5638
scaffold5639	scaffold5639
scaffold5640	scaffold5640
scaffold5641	scaffold5641
scaffold5642	scaffold5642
scaffold5643	scaffold5643
scaffold5644	scaffold5644
scaffold5645	scaffold5645
scaffold5646	scaffold5646
scaffold5647	scaffold5647
scaffold5648	scaffold5648
scaffold5649	scaffold5649
scaffold5650	scaffold5650
scaffold5651	scaffold5651
scaffold5652	scaffold5652
scaffold5653	scaffold5653
scaffold5654	scaffold5654
scaffold5655	scaffold5655
scaffold5656	scaffold5656
scaffold5657	scaffold5657
scaffold5658	scaffold5658
scaffold5659	scaffold5659
scaffold5660	scaffold5660
scaffold5661	scaffold5661
scaffold5662	scaffold5662
scaffold5663	scaffold5663
scaffold5664	scaffold5664
scaffold5665	scaffold5665
scaffold5666	scaffold5666
scaffold5667	scaffold5667
scaffold5668	scaffold5668
scaffold5669	scaffold5669
scaffold5670	scaffold5670
scaffold5671	scaffold5671
scaffold5672	scaffold5672
scaffold5673	scaffold5673
scaffold5674	scaffold5674
scaffold5675	scaffold5675
scaffold5676	scaffold5676
scaffold5677	scaffold5677
scaffold5678	scaffold5678
scaffold5679	scaffold5679
scaffold5680	scaffold5680
scaffold5681	scaffold5681
scaffold5682	scaffold5682
scaffold5683	scaffold5683
scaffold5684	scaffold5684
scaffold5685	scaffold5685
scaffold5686	scaffold5686
scaffold5687	scaffold5687
scaffold5689	scaffold5689
scaffold569	scaffold569
scaffold5690	scaffold5690
scaffold5691	scaffold5691
scaffold5692	scaffold5692
scaffold5693	scaffold5693
scaffold5694	scaffold5694
scaffold5695	scaffold5695
scaffold5696	scaffold5696
scaffold5697	scaffold5697
scaffold5698	scaffold5698
scaffold5699	scaffold5699
scaffold5700	scaffold5700
scaffold5701	scaffold5701
scaffold5702	scaffold5702
scaffold5703	scaffold5703
scaffold5704	scaffold5704
scaffold5705	scaffold5705
scaffold5706	scaffold5706
scaffold5707	scaffold5707
scaffold5708	scaffold5708
scaffold5709	scaffold5709
scaffold571	scaffold571
scaffold5710	scaffold5710
scaffold5711	scaffold5711
scaffold5712	scaffold5712
scaffold5713	scaffold5713
scaffold5714	scaffold5714
scaffold5715	scaffold5715
scaffold5716	scaffold5716
scaffold5717	scaffold5717
scaffold5718	scaffold5718
scaffold5719	scaffold5719
scaffold572	scaffold572
scaffold5720	scaffold5720
scaffold5721	scaffold5721
scaffold5722	scaffold5722
scaffold5723	scaffold5723
scaffold5724	scaffold5724
scaffold5725	scaffold5725
scaffold5726	scaffold5726
scaffold5727	scaffold5727
scaffold5728	scaffold5728
scaffold5729	scaffold5729
scaffold5730	scaffold5730
scaffold5731	scaffold5731
scaffold5732	scaffold5732
scaffold5733	scaffold5733
scaffold5734	scaffold5734
scaffold5735	scaffold5735
scaffold5736	scaffold5736
scaffold5737	scaffold5737
scaffold5738	scaffold5738
scaffold5739	scaffold5739
scaffold5740	scaffold5740
scaffold5741	scaffold5741
scaffold5742	scaffold5742
scaffold5743	scaffold5743
scaffold5744	scaffold5744
scaffold5745	scaffold5745
scaffold5746	scaffold5746
scaffold5747	scaffold5747
scaffold5748	scaffold5748
scaffold5749	scaffold5749
scaffold5750	scaffold5750
scaffold5751	scaffold5751
scaffold5752	scaffold5752
scaffold5753	scaffold5753
scaffold5754	scaffold5754
scaffold5755	scaffold5755
scaffold5756	scaffold5756
scaffold5757	scaffold5757
scaffold5758	scaffold5758
scaffold5759	scaffold5759
scaffold5760	scaffold5760
scaffold5761	scaffold5761
scaffold5762	scaffold5762
scaffold5763	scaffold5763
scaffold5764	scaffold5764
scaffold5765	scaffold5765
scaffold5766	scaffold5766
scaffold5767	scaffold5767
scaffold5768	scaffold5768
scaffold5769	scaffold5769
scaffold5770	scaffold5770
scaffold5771	scaffold5771
scaffold5772	scaffold5772
scaffold5773	scaffold5773
scaffold5774	scaffold5774
scaffold5775	scaffold5775
scaffold5776	scaffold5776
scaffold5777	scaffold5777
scaffold5778	scaffold5778
scaffold5779	scaffold5779
scaffold5780	scaffold5780
scaffold5781	scaffold5781
scaffold5782	scaffold5782
scaffold5783	scaffold5783
scaffold5784	scaffold5784
scaffold5785	scaffold5785
scaffold5786	scaffold5786
scaffold5787	scaffold5787
scaffold5788	scaffold5788
scaffold5789	scaffold5789
scaffold579	scaffold579
scaffold5790	scaffold5790
scaffold5791	scaffold5791
scaffold5792	scaffold5792
scaffold5793	scaffold5793
scaffold5794	scaffold5794
scaffold5795	scaffold5795
scaffold5796	scaffold5796
scaffold5797	scaffold5797
scaffold5798	scaffold5798
scaffold5799	scaffold5799
scaffold5800	scaffold5800
scaffold5801	scaffold5801
scaffold5802	scaffold5802
scaffold5803	scaffold5803
scaffold5804	scaffold5804
scaffold5805	scaffold5805
scaffold5806	scaffold5806
scaffold5807	scaffold5807
scaffold5808	scaffold5808
scaffold5809	scaffold5809
scaffold5810	scaffold5810
scaffold5811	scaffold5811
scaffold5812	scaffold5812
scaffold5813	scaffold5813
scaffold5814	scaffold5814
scaffold5815	scaffold5815
scaffold5816	scaffold5816
scaffold5817	scaffold5817
scaffold5818	scaffold5818
scaffold5819	scaffold5819
scaffold5820	scaffold5820
scaffold5821	scaffold5821
scaffold5822	scaffold5822
scaffold5823	scaffold5823
scaffold5824	scaffold5824
scaffold5825	scaffold5825
scaffold5826	scaffold5826
scaffold5827	scaffold5827
scaffold5828	scaffold5828
scaffold5829	scaffold5829
scaffold5830	scaffold5830
scaffold5831	scaffold5831
scaffold5832	scaffold5832
scaffold5833	scaffold5833
scaffold5834	scaffold5834
scaffold5835	scaffold5835
scaffold5836	scaffold5836
scaffold5837	scaffold5837
scaffold5838	scaffold5838
scaffold5839	scaffold5839
scaffold5840	scaffold5840
scaffold5841	scaffold5841
scaffold5842	scaffold5842
scaffold5843	scaffold5843
scaffold5844	scaffold5844
scaffold5845	scaffold5845
scaffold5846	scaffold5846
scaffold5847	scaffold5847
scaffold5848	scaffold5848
scaffold5849	scaffold5849
scaffold585	scaffold585
scaffold5850	scaffold5850
scaffold5851	scaffold5851
scaffold5852	scaffold5852
scaffold5853	scaffold5853
scaffold5854	scaffold5854
scaffold5855	scaffold5855
scaffold5856	scaffold5856
scaffold5857	scaffold5857
scaffold5858	scaffold5858
scaffold5859	scaffold5859
scaffold5860	scaffold5860
scaffold5861	scaffold5861
scaffold5862	scaffold5862
scaffold5863	scaffold5863
scaffold5864	scaffold5864
scaffold5865	scaffold5865
scaffold5866	scaffold5866
scaffold5867	scaffold5867
scaffold5868	scaffold5868
scaffold5869	scaffold5869
scaffold587	scaffold587
scaffold5870	scaffold5870
scaffold5871	scaffold5871
scaffold5872	scaffold5872
scaffold5873	scaffold5873
scaffold5874	scaffold5874
scaffold5875	scaffold5875
scaffold5876	scaffold5876
scaffold5877	scaffold5877
scaffold5878	scaffold5878
scaffold5879	scaffold5879
scaffold5880	scaffold5880
scaffold5881	scaffold5881
scaffold5882	scaffold5882
scaffold5883	scaffold5883
scaffold5884	scaffold5884
