X	chrX
211000022278569	chrUn_DS485229v1
211000022280345	chrUn_DS485230v1
211000022279462	chrUn_DS485233v1
211000022278290	chrUn_DS485239v1
211000022278547	chrUn_DS485240v1
211000022278769	chrUn_DS485242v1
211000022279444	chrUn_DS485243v1
211000022280076	chrUn_DS485245v1
211000022278171	chrUn_DS485246v1
211000022279758	chrUn_DS485247v1
211000022278951	chrUn_DS485249v1
211000022279498	chrUn_DS485251v1
211000022280083	chrUn_DS485252v1
211000022279789	chrUn_DS485253v1
211000022278407	chrUn_DS485254v1
211000022278668	chrUn_DS485255v1
211000022280319	chrUn_DS485256v1
211000022279738	chrUn_DS485258v1
211000022280689	chrUn_DS485259v1
211000022279095	chrUn_DS485260v1
211000022278370	chrUn_DS485261v1
211000022279508	chrUn_DS485263v1
211000022279406	chrUn_DS485264v1
211000022279660	chrUn_DS485265v1
211000022278091	chrUn_DS485270v1
211000022279358	chrUn_DS485273v1
211000022279631	chrUn_DS485275v1
211000022278202	chrUn_DS485280v1
211000022280194	chrUn_DS485284v1
211000022278429	chrUn_DS485285v1
211000022278702	chrUn_DS485290v1
211000022279375	chrUn_DS485291v1
211000022279622	chrUn_DS485292v1
211000022278166	chrUn_DS485294v1
211000022278265	chrUn_DS485296v1
211000022280225	chrUn_DS485297v1
211000022279317	chrUn_DS485298v1
211000022280183	chrUn_DS485301v1
211000022278497	chrUn_DS485304v1
211000022279811	chrUn_DS485306v1
211000022279360	chrUn_DS485309v1
211000022278688	chrUn_DS485311v1
211000022278432	chrUn_DS485313v1
211000022279956	chrUn_DS485314v1
211000022279668	chrUn_DS485319v1
211000022278940	chrUn_DS485322v1
211000022280257	chrUn_DS485323v1
211000022278897	chrUn_DS485324v1
211000022278781	chrUn_DS485325v1
211000022279549	chrUn_DS485326v1
211000022280164	chrUn_DS485330v1
211000022278673	chrUn_DS485331v1
211000022278423	chrUn_DS485333v1
211000022278267	chrUn_DS485337v1
211000022279655	chrUn_DS485338v1
211000022278296	chrUn_DS485339v1
211000022278119	chrUn_DS485340v1
211000022278313	chrUn_DS485341v1
211000022278520	chrUn_DS485342v1
211000022278708	chrUn_DS485349v1
211000022278901	chrUn_DS485353v1
211000022278184	chrUn_DS485354v1
211000022278170	chrUn_DS485356v1
211000022278403	chrUn_DS485357v1
211000022279135	chrUn_DS485361v1
211000022278946	chrUn_DS485362v1
211000022278416	chrUn_DS485365v1
211000022279069	chrUn_DS485368v1
211000022279448	chrUn_DS485370v1
211000022279309	chrUn_DS485371v1
211000022278283	chrUn_DS485376v1
211000022279474	chrUn_DS485379v1
211000022278295	chrUn_DS485381v1
211000022279726	chrUn_DS485382v1
211000022279469	chrUn_DS485383v1
211000022280688	chrUn_DS485385v1
211000022278174	chrUn_DS485386v1
211000022278391	chrUn_DS485387v1
211000022280056	chrUn_DS485389v1
211000022278134	chrUn_DS485390v1
211000022279487	chrUn_DS485392v1
211000022280106	chrUn_DS485393v1
211000022278870	chrUn_DS485395v1
211000022279722	chrUn_DS485397v1
211000022278096	chrUn_DS485398v1
211000022280124	chrUn_DS485400v1
211000022279232	chrUn_DS485401v1
211000022278191	chrUn_DS485403v1
211000022278401	chrUn_DS485407v1
211000022280130	chrUn_DS485410v1
211000022279148	chrUn_DS485411v1
211000022278663	chrUn_DS485415v1
211000022280180	chrUn_DS485419v1
211000022279175	chrUn_DS485420v1
211000022278263	chrUn_DS485421v1
211000022280704	chrUn_DS485424v1
211000022278033	chrUn_DS485425v1
211000022280018	chrUn_DS485426v1
211000022279361	chrUn_DS485428v1
211000022279987	chrUn_DS485429v1
211000022278143	chrUn_DS485433v1
211000022279603	chrUn_DS485434v1
211000022278745	chrUn_DS485437v1
211000022278807	chrUn_DS485438v1
211000022279418	chrUn_DS485439v1
211000022279422	chrUn_DS485441v1
211000022278928	chrUn_DS485442v1
211000022278294	chrUn_DS485443v1
211000022280232	chrUn_DS485448v1
211000022278333	chrUn_DS485451v1
211000022279222	chrUn_DS485453v1
211000022279115	chrUn_DS485456v1
211000022278221	chrUn_DS485457v1
211000022279747	chrUn_DS485461v1
211000022278750	chrUn_DS485462v1
211000022279744	chrUn_DS485464v1
211000022278958	chrUn_DS485466v1
211000022278140	chrUn_DS485467v1
211000022279125	chrUn_DS485468v1
211000022279088	chrUn_DS485469v1
211000022278977	chrUn_DS485472v1
211000022278445	chrUn_DS485475v1
211000022278788	chrUn_DS485477v1
211000022279899	chrUn_DS485481v1
211000022279684	chrUn_DS485482v1
211000022278920	chrUn_DS485488v1
211000022278072	chrUn_DS485490v1
211000022279564	chrUn_DS485491v1
211000022279212	chrUn_DS485494v1
211000022278123	chrUn_DS485495v1
211000022278412	chrUn_DS485496v1
211000022279407	chrUn_DS485497v1
211000022278877	chrUn_DS485498v1
211000022279652	chrUn_DS485500v1
211000022278751	chrUn_DS485501v1
211000022280268	chrUn_DS485503v1
211000022278145	chrUn_DS485504v1
211000022278328	chrUn_DS485505v1
211000022278511	chrUn_DS485506v1
211000022279055	chrUn_DS485509v1
211000022278747	chrUn_DS485515v1
211000022279240	chrUn_DS485517v1
211000022279221	chrUn_DS485518v1
211000022279400	chrUn_DS485520v1
211000022279493	chrUn_DS485521v1
211000022278514	chrUn_DS485522v1
211000022279985	chrUn_DS485525v1
211000022278944	chrUn_DS485526v1
211000022279632	chrUn_DS485527v1
211000022279576	chrUn_DS485528v1
211000022279042	chrUn_DS485529v1
211000022279769	chrUn_DS485530v1
211000022279203	chrUn_DS485531v1
211000022279618	chrUn_DS485533v1
211000022279845	chrUn_DS485535v1
211000022280312	chrUn_DS485536v1
211000022279666	chrUn_DS485538v1
211000022278257	chrUn_DS485539v1
211000022279874	chrUn_DS485540v1
211000022278248	chrUn_DS485541v1
211000022278533	chrUn_DS485542v1
211000022279399	chrUn_DS485543v1
211000022279325	chrUn_DS485544v1
211000022278886	chrUn_DS485545v1
211000022278200	chrUn_DS485547v1
211000022280702	chrUn_DS485548v1
211000022279102	chrUn_DS485557v1
211000022278309	chrUn_DS485558v1
211000022280331	chrUn_DS485559v1
211000022279014	chrUn_DS485563v1
211000022280000	chrUn_DS485565v1
211000022279089	chrUn_DS485566v2
211000022279933	chrUn_DS485567v1
211000022279414	chrUn_DS485569v1
211000022279510	chrUn_DS485571v1
211000022278285	chrUn_DS485572v1
211000022279923	chrUn_DS485574v1
211000022278345	chrUn_DS485578v1
211000022280123	chrUn_DS485579v1
211000022278603	chrUn_DS485581v1
211000022279355	chrUn_DS485582v1
211000022279359	chrUn_DS485583v1
211000022280097	chrUn_DS485584v1
211000022278862	chrUn_DS485585v1
211000022279659	chrUn_DS485587v1
211000022279160	chrUn_DS485588v1
211000022280193	chrUn_DS485589v1
211000022280150	chrUn_DS485591v1
211000022279965	chrUn_DS485593v1
211000022280079	chrUn_DS485595v1
211000022280685	chrUn_DS485601v1
211000022278197	chrUn_DS485602v1
211000022279057	chrUn_DS485605v1
211000022279051	chrUn_DS485607v1
211000022278090	chrUn_DS485608v1
211000022280256	chrUn_DS485609v1
211000022279975	chrUn_DS485610v1
211000022279336	chrUn_DS485614v1
211000022279880	chrUn_DS485621v1
211000022279151	chrUn_DS485622v1
211000022278537	chrUn_DS485623v1
211000022280291	chrUn_DS485624v1
211000022280075	chrUn_DS485627v1
211000022279943	chrUn_DS485628v1
211000022279672	chrUn_DS485630v1
211000022279374	chrUn_DS485632v1
211000022278349	chrUn_DS485634v1
211000022279533	chrUn_DS485636v1
211000022280065	chrUn_DS485640v1
211000022279551	chrUn_DS485642v1
211000022278223	chrUn_DS485643v1
211000022280051	chrUn_DS485648v1
211000022278761	chrUn_DS485650v1
211000022280240	chrUn_DS485653v1
211000022278660	chrUn_DS485654v1
211000022279781	chrUn_DS485655v1
211000022279578	chrUn_DS485656v1
211000022279569	chrUn_DS485657v1
211000022278573	chrUn_DS485659v1
211000022278592	chrUn_DS485661v1
211000022278859	chrUn_DS485664v1
211000022279369	chrUn_DS485666v1
211000022279824	chrUn_DS485667v1
211000022278878	chrUn_DS485668v1
211000022280084	chrUn_DS485670v1
211000022279154	chrUn_DS485671v1
211000022278371	chrUn_DS485673v1
211000022278301	chrUn_DS485675v1
211000022278241	chrUn_DS485678v1
211000022279252	chrUn_DS485679v1
211000022279141	chrUn_DS485681v1
211000022279013	chrUn_DS485682v1
211000022278776	chrUn_DS485683v1
211000022279155	chrUn_DS485684v1
211000022278917	chrUn_DS485686v1
211000022278903	chrUn_DS485688v1
211000022279959	chrUn_DS485692v1
211000022278730	chrUn_DS485693v1
211000022280054	chrUn_DS485694v1
211000022280427	chrUn_DS485695v2
211000022278600	chrUn_DS485701v1
211000022278311	chrUn_DS485703v1
211000022279624	chrUn_DS485709v1
211000022278441	chrUn_DS485711v1
211000022279430	chrUn_DS485712v1
211000022279742	chrUn_DS485714v1
211000022279592	chrUn_DS485717v1
211000022278526	chrUn_DS485722v1
211000022280350	chrUn_DS485724v1
211000022279405	chrUn_DS485725v1
211000022279727	chrUn_DS485728v1
211000022279149	chrUn_DS485729v1
211000022278276	chrUn_DS485733v1
211000022279584	chrUn_DS485737v1
211000022278699	chrUn_DS485740v1
211000022278253	chrUn_DS485741v1
211000022279242	chrUn_DS485742v1
211000022278540	chrUn_DS485743v1
211000022280142	chrUn_DS485746v1
211000022278385	chrUn_DS485747v1
211000022278260	chrUn_DS485748v1
211000022279927	chrUn_DS485750v1
211000022278881	chrUn_DS485751v1
211000022278720	chrUn_DS485753v1
211000022279952	chrUn_DS485754v1
211000022279782	chrUn_DS485757v1
211000022278106	chrUn_DS485760v1
211000022278989	chrUn_DS485766v1
211000022279814	chrUn_DS485770v1
211000022278571	chrUn_DS485773v1
211000022279885	chrUn_DS485774v1
211000022279506	chrUn_DS485775v1
211000022279572	chrUn_DS485780v1
211000022278530	chrUn_DS485781v1
211000022278199	chrUn_DS485783v1
211000022278357	chrUn_DS485788v1
211000022278419	chrUn_DS485789v1
211000022280043	chrUn_DS485792v1
211000022278410	chrUn_DS485793v1
211000022278501	chrUn_DS485794v1
211000022279424	chrUn_DS485796v1
211000022279286	chrUn_DS485802v1
211000022279258	chrUn_DS485803v1
211000022280069	chrUn_DS485806v1
211000022280149	chrUn_DS485807v1
211000022278339	chrUn_DS485808v1
211000022278641	chrUn_DS485810v1
211000022278804	chrUn_DS485812v1
211000022279465	chrUn_DS485818v1
211000022279168	chrUn_DS485820v1
211000022278535	chrUn_DS485821v1
211000022278240	chrUn_DS485822v1
211000022279387	chrUn_DS485823v1
211000022278427	chrUn_DS485825v1
211000022278985	chrUn_DS485826v1
211000022279771	chrUn_DS485827v1
211000022278996	chrUn_DS485828v1
211000022280168	chrUn_DS485832v1
211000022279740	chrUn_DS485833v1
211000022278599	chrUn_DS485838v1
211000022279329	chrUn_DS485841v1
211000022278983	chrUn_DS485842v1
211000022278305	chrUn_DS485846v1
211000022279271	chrUn_DS485847v1
211000022280117	chrUn_DS485848v1
211000022279443	chrUn_DS485850v1
211000022280025	chrUn_DS485851v1
211000022278291	chrUn_DS485853v1
211000022278517	chrUn_DS485854v1
211000022278158	chrUn_DS485859v1
211000022278970	chrUn_DS485863v1
211000022278562	chrUn_DS485864v1
211000022279053	chrUn_DS485867v1
211000022279050	chrUn_DS485868v1
211000022278453	chrUn_DS485870v1
211000022278541	chrUn_DS485872v1
211000022279906	chrUn_DS485874v1
211000022279599	chrUn_DS485876v1
211000022280178	chrUn_DS485878v1
211000022279356	chrUn_DS485880v1
211000022280014	chrUn_DS485882v1
211000022278680	chrUn_DS485883v1
211000022278588	chrUn_DS485886v1
211000022279117	chrUn_DS485887v1
211000022280011	chrUn_DS485889v1
211000022278386	chrUn_DS485891v1
211000022278948	chrUn_DS485893v1
211000022280266	chrUn_DS485897v1
211000022278884	chrUn_DS485900v1
211000022279120	chrUn_DS485902v1
211000022279351	chrUn_DS485903v1
211000022278898	chrUn_DS485904v1
211000022278972	chrUn_DS485905v1
211000022278207	chrUn_DS485906v1
211000022278377	chrUn_DS485907v1
211000022279526	chrUn_DS485911v1
211000022279262	chrUn_DS485912v1
211000022279289	chrUn_DS485915v1
211000022279195	chrUn_DS485917v1
211000022279954	chrUn_DS485918v1
211000022278031	chrUn_DS485919v1
211000022279809	chrUn_DS485923v1
211000022278287	chrUn_DS485925v1
211000022278585	chrUn_DS485929v1
211000022279785	chrUn_DS485932v1
211000022279308	chrUn_DS485933v1
211000022280681	chrUn_DS485935v1
211000022279644	chrUn_DS485939v1
211000022278759	chrUn_DS485940v1
211000022279741	chrUn_DS485944v1
211000022279736	chrUn_DS485946v1
211000022279626	chrUn_DS485947v1
211000022279609	chrUn_DS485948v1
211000022279693	chrUn_DS485952v1
211000022279792	chrUn_DS485953v1
211000022278424	chrUn_DS485954v1
211000022280290	chrUn_DS485955v1
211000022278247	chrUn_DS485957v1
211000022278258	chrUn_DS485958v1
211000022279134	chrUn_DS485964v1
211000022279215	chrUn_DS485965v1
211000022279946	chrUn_DS485966v1
211000022279342	chrUn_DS485968v1
211000022279180	chrUn_DS485969v1
211000022278272	chrUn_DS485973v1
211000022278095	chrUn_DS485979v1
211000022279200	chrUn_DS485980v1
211000022278650	chrUn_DS485982v1
211000022279353	chrUn_DS485983v1
211000022278152	chrUn_DS485984v1
211000022278718	chrUn_DS485985v1
211000022279384	chrUn_DS485986v1
211000022280165	chrUn_DS485988v1
211000022278539	chrUn_DS485989v1
211000022279132	chrUn_DS485991v1
211000022278137	chrUn_DS485995v1
211000022279409	chrUn_DS485996v1
211000022279103	chrUn_DS485997v1
211000022278074	chrUn_DS485998v1
211000022278179	chrUn_DS486002v1
211000022279016	chrUn_DS486004v1
211000022278576	chrUn_DS486005v1
211000022278384	chrUn_DS486008v1
mitochondrion_genome	chrM
