Chr01	chr1
scaffold_5130	chrUn_NW_016686956v1
scaffold_5131	chrUn_NW_016686957v1
scaffold_5132	chrUn_NW_016686958v1
scaffold_5133	chrUn_NW_016686959v1
scaffold_5134	chrUn_NW_016686960v1
scaffold_5135	chrUn_NW_016686961v1
scaffold_5136	chrUn_NW_016686962v1
scaffold_5137	chrUn_NW_016686963v1
scaffold_5138	chrUn_NW_016686964v1
scaffold_5139	chrUn_NW_016686965v1
scaffold_514	chrUn_NW_016683753v1
scaffold_5141	chrUn_NW_016686966v1
scaffold_5144	chrUn_NW_016686967v1
scaffold_5145	chrUn_NW_016686968v1
scaffold_5146	chrUn_NW_016686969v1
scaffold_5147	chrUn_NW_016686970v1
scaffold_5149	chrUn_NW_016686971v1
scaffold_515	chrUn_NW_016683754v1
scaffold_5151	chrUn_NW_016686972v1
scaffold_5152	chrUn_NW_016686973v1
scaffold_5154	chrUn_NW_016686974v1
scaffold_5155	chrUn_NW_016686975v1
scaffold_5156	chrUn_NW_016686976v1
scaffold_5157	chrUn_NW_016686977v1
scaffold_5159	chrUn_NW_016686978v1
scaffold_516	chrUn_NW_016683755v1
scaffold_5160	chrUn_NW_016686979v1
scaffold_5161	chrUn_NW_016686980v1
scaffold_5163	chrUn_NW_016686981v1
scaffold_5165	chrUn_NW_016686982v1
scaffold_5166	chrUn_NW_016686983v1
scaffold_5167	chrUn_NW_016686984v1
scaffold_5169	chrUn_NW_016686985v1
scaffold_517	chrUn_NW_016683756v1
scaffold_5170	chrUn_NW_016686986v1
scaffold_5171	chrUn_NW_016686987v1
scaffold_5172	chrUn_NW_016686988v1
scaffold_5174	chrUn_NW_016686989v1
scaffold_5175	chrUn_NW_016686990v1
scaffold_5176	chrUn_NW_016686991v1
scaffold_5178	chrUn_NW_016686992v1
scaffold_518	chrUn_NW_016683757v1
scaffold_5180	chrUn_NW_016686993v1
scaffold_5184	chrUn_NW_016686994v1
scaffold_5185	chrUn_NW_016686995v1
scaffold_5187	chrUn_NW_016686996v1
scaffold_5189	chrUn_NW_016686997v1
scaffold_5192	chrUn_NW_016686998v1
scaffold_5194	chrUn_NW_016686999v1
scaffold_5196	chrUn_NW_016687000v1
scaffold_5197	chrUn_NW_016687001v1
scaffold_5198	chrUn_NW_016687002v1
scaffold_5199	chrUn_NW_016687003v1
scaffold_52	chrUn_NW_016683394v1
scaffold_520	chrUn_NW_016683758v1
scaffold_5200	chrUn_NW_016687004v1
scaffold_5202	chrUn_NW_016687005v1
scaffold_5203	chrUn_NW_016687006v1
scaffold_5205	chrUn_NW_016687007v1
scaffold_5207	chrUn_NW_016687008v1
scaffold_5210	chrUn_NW_016687009v1
scaffold_5211	chrUn_NW_016687010v1
scaffold_5212	chrUn_NW_016687011v1
scaffold_5213	chrUn_NW_016687012v1
scaffold_5214	chrUn_NW_016687013v1
scaffold_5215	chrUn_NW_016687014v1
scaffold_5216	chrUn_NW_016687015v1
scaffold_5217	chrUn_NW_016687016v1
scaffold_5218	chrUn_NW_016687017v1
scaffold_5219	chrUn_NW_016687018v1
scaffold_5220	chrUn_NW_016687019v1
scaffold_5221	chrUn_NW_016687020v1
scaffold_5222	chrUn_NW_016687021v1
scaffold_5224	chrUn_NW_016687022v1
scaffold_5225	chrUn_NW_016687023v1
scaffold_5227	chrUn_NW_016687024v1
scaffold_5229	chrUn_NW_016687025v1
scaffold_523	chrUn_NW_016683759v1
scaffold_5230	chrUn_NW_016687026v1
scaffold_5231	chrUn_NW_016687027v1
scaffold_5232	chrUn_NW_016687028v1
scaffold_5233	chrUn_NW_016687029v1
scaffold_5235	chrUn_NW_016687030v1
scaffold_5236	chrUn_NW_016687031v1
scaffold_5237	chrUn_NW_016687032v1
scaffold_5239	chrUn_NW_016687033v1
scaffold_5240	chrUn_NW_016687034v1
scaffold_5241	chrUn_NW_016687035v1
scaffold_5242	chrUn_NW_016687036v1
scaffold_5243	chrUn_NW_016687037v1
scaffold_5245	chrUn_NW_016687038v1
scaffold_5247	chrUn_NW_016687039v1
scaffold_5248	chrUn_NW_016687040v1
scaffold_5249	chrUn_NW_016687041v1
scaffold_525	chrUn_NW_016683760v1
scaffold_5250	chrUn_NW_016687042v1
scaffold_5251	chrUn_NW_016687043v1
scaffold_5255	chrUn_NW_016687044v1
scaffold_5256	chrUn_NW_016687045v1
scaffold_5257	chrUn_NW_016687046v1
scaffold_5258	chrUn_NW_016687047v1
scaffold_5259	chrUn_NW_016687048v1
scaffold_526	chrUn_NW_016683761v1
scaffold_5260	chrUn_NW_016687049v1
scaffold_5261	chrUn_NW_016687050v1
scaffold_5262	chrUn_NW_016687051v1
scaffold_5265	chrUn_NW_016687052v1
scaffold_5266	chrUn_NW_016687053v1
scaffold_5267	chrUn_NW_016687054v1
scaffold_5268	chrUn_NW_016687055v1
scaffold_5269	chrUn_NW_016687056v1
scaffold_5271	chrUn_NW_016687057v1
scaffold_5273	chrUn_NW_016687058v1
scaffold_5274	chrUn_NW_016687059v1
scaffold_5276	chrUn_NW_016687060v1
scaffold_5277	chrUn_NW_016687061v1
scaffold_5278	chrUn_NW_016687062v1
scaffold_5279	chrUn_NW_016687063v1
scaffold_528	chrUn_NW_016683762v1
scaffold_5280	chrUn_NW_016687064v1
scaffold_5281	chrUn_NW_016687065v1
scaffold_5283	chrUn_NW_016687066v1
scaffold_5284	chrUn_NW_016687067v1
scaffold_5285	chrUn_NW_016687068v1
scaffold_5286	chrUn_NW_016687069v1
scaffold_5290	chrUn_NW_016687070v1
scaffold_5291	chrUn_NW_016687071v1
scaffold_5292	chrUn_NW_016687072v1
scaffold_5293	chrUn_NW_016687073v1
scaffold_5294	chrUn_NW_016687074v1
scaffold_5295	chrUn_NW_016687075v1
scaffold_5297	chrUn_NW_016687076v1
scaffold_5298	chrUn_NW_016687077v1
scaffold_5299	chrUn_NW_016687078v1
scaffold_53	chrUn_NW_016683395v1
scaffold_530	chrUn_NW_016683763v1
scaffold_5300	chrUn_NW_016687079v1
scaffold_5301	chrUn_NW_016687080v1
scaffold_5302	chrUn_NW_016687081v1
scaffold_5304	chrUn_NW_016687082v1
scaffold_5305	chrUn_NW_016687083v1
scaffold_5306	chrUn_NW_016687084v1
scaffold_5307	chrUn_NW_016687085v1
scaffold_5309	chrUn_NW_016687086v1
scaffold_531	chrUn_NW_016683764v1
scaffold_5311	chrUn_NW_016687087v1
scaffold_5312	chrUn_NW_016687088v1
scaffold_5313	chrUn_NW_016687089v1
scaffold_5314	chrUn_NW_016687090v1
scaffold_5315	chrUn_NW_016687091v1
scaffold_5317	chrUn_NW_016687092v1
scaffold_5318	chrUn_NW_016687093v1
scaffold_5319	chrUn_NW_016687094v1
scaffold_532	chrUn_NW_016683765v1
scaffold_5321	chrUn_NW_016687095v1
scaffold_5322	chrUn_NW_016687096v1
scaffold_5323	chrUn_NW_016687097v1
scaffold_5324	chrUn_NW_016687098v1
scaffold_5325	chrUn_NW_016687099v1
scaffold_5326	chrUn_NW_016687100v1
scaffold_5328	chrUn_NW_016687101v1
scaffold_5329	chrUn_NW_016687102v1
scaffold_533	chrUn_NW_016683766v1
scaffold_5330	chrUn_NW_016687103v1
scaffold_5331	chrUn_NW_016687104v1
scaffold_5332	chrUn_NW_016687105v1
scaffold_5333	chrUn_NW_016687106v1
scaffold_5334	chrUn_NW_016687107v1
scaffold_5335	chrUn_NW_016687108v1
scaffold_5336	chrUn_NW_016687109v1
scaffold_5338	chrUn_NW_016687110v1
scaffold_5339	chrUn_NW_016687111v1
scaffold_534	chrUn_NW_016683767v1
scaffold_5340	chrUn_NW_016687112v1
scaffold_5341	chrUn_NW_016687113v1
scaffold_5342	chrUn_NW_016687114v1
scaffold_5344	chrUn_NW_016687115v1
scaffold_5346	chrUn_NW_016687116v1
scaffold_5348	chrUn_NW_016687117v1
scaffold_5349	chrUn_NW_016687118v1
scaffold_5351	chrUn_NW_016687119v1
scaffold_5352	chrUn_NW_016687120v1
scaffold_5353	chrUn_NW_016687121v1
scaffold_5354	chrUn_NW_016687122v1
scaffold_5355	chrUn_NW_016687123v1
scaffold_5356	chrUn_NW_016687124v1
scaffold_5357	chrUn_NW_016687125v1
scaffold_5358	chrUn_NW_016687126v1
scaffold_5359	chrUn_NW_016687127v1
scaffold_536	chrUn_NW_016683768v1
scaffold_5360	chrUn_NW_016687128v1
scaffold_5361	chrUn_NW_016687129v1
scaffold_5362	chrUn_NW_016687130v1
scaffold_5363	chrUn_NW_016687131v1
scaffold_5366	chrUn_NW_016687132v1
scaffold_5367	chrUn_NW_016687133v1
scaffold_5368	chrUn_NW_016687134v1
scaffold_5369	chrUn_NW_016687135v1
scaffold_537	chrUn_NW_016683769v1
scaffold_5370	chrUn_NW_016687136v1
scaffold_5371	chrUn_NW_016687137v1
scaffold_5372	chrUn_NW_016687138v1
scaffold_5373	chrUn_NW_016687139v1
scaffold_5374	chrUn_NW_016687140v1
scaffold_5375	chrUn_NW_016687141v1
scaffold_5377	chrUn_NW_016687142v1
scaffold_5378	chrUn_NW_016687143v1
scaffold_5379	chrUn_NW_016687144v1
scaffold_5380	chrUn_NW_016687145v1
scaffold_5381	chrUn_NW_016687146v1
scaffold_5382	chrUn_NW_016687147v1
scaffold_5383	chrUn_NW_016687148v1
scaffold_5386	chrUn_NW_016687149v1
scaffold_5387	chrUn_NW_016687150v1
scaffold_5388	chrUn_NW_016687151v1
scaffold_5389	chrUn_NW_016687152v1
scaffold_5390	chrUn_NW_016687153v1
scaffold_5392	chrUn_NW_016687154v1
scaffold_5393	chrUn_NW_016687155v1
scaffold_5394	chrUn_NW_016687156v1
scaffold_5395	chrUn_NW_016687157v1
scaffold_5396	chrUn_NW_016687158v1
scaffold_540	chrUn_NW_016683770v1
scaffold_5400	chrUn_NW_016687159v1
scaffold_5402	chrUn_NW_016687160v1
scaffold_5403	chrUn_NW_016687161v1
scaffold_5404	chrUn_NW_016687162v1
scaffold_5405	chrUn_NW_016687163v1
scaffold_5406	chrUn_NW_016687164v1
scaffold_5407	chrUn_NW_016687165v1
scaffold_5408	chrUn_NW_016687166v1
scaffold_5409	chrUn_NW_016687167v1
scaffold_5411	chrUn_NW_016687168v1
scaffold_5412	chrUn_NW_016687169v1
scaffold_5413	chrUn_NW_016687170v1
scaffold_5414	chrUn_NW_016687171v1
scaffold_5415	chrUn_NW_016687172v1
scaffold_5418	chrUn_NW_016687173v1
scaffold_5419	chrUn_NW_016687174v1
scaffold_542	chrUn_NW_016683771v1
scaffold_5420	chrUn_NW_016687175v1
scaffold_5421	chrUn_NW_016687176v1
scaffold_5422	chrUn_NW_016687177v1
scaffold_5423	chrUn_NW_016687178v1
scaffold_5424	chrUn_NW_016687179v1
scaffold_5425	chrUn_NW_016687180v1
scaffold_5426	chrUn_NW_016687181v1
scaffold_5427	chrUn_NW_016687182v1
scaffold_5428	chrUn_NW_016687183v1
scaffold_5429	chrUn_NW_016687184v1
scaffold_5430	chrUn_NW_016687185v1
scaffold_5431	chrUn_NW_016687186v1
scaffold_5432	chrUn_NW_016687187v1
scaffold_5433	chrUn_NW_016687188v1
scaffold_5435	chrUn_NW_016687189v1
scaffold_5437	chrUn_NW_016687190v1
scaffold_5438	chrUn_NW_016687191v1
scaffold_5439	chrUn_NW_016687192v1
scaffold_544	chrUn_NW_016683772v1
scaffold_5441	chrUn_NW_016687193v1
scaffold_5442	chrUn_NW_016687194v1
scaffold_5445	chrUn_NW_016687195v1
scaffold_5447	chrUn_NW_016687196v1
scaffold_5448	chrUn_NW_016687197v1
scaffold_5449	chrUn_NW_016687198v1
scaffold_545	chrUn_NW_016683773v1
scaffold_5450	chrUn_NW_016687199v1
scaffold_5454	chrUn_NW_016687200v1
scaffold_5455	chrUn_NW_016687201v1
scaffold_5456	chrUn_NW_016687202v1
scaffold_5458	chrUn_NW_016687203v1
scaffold_5459	chrUn_NW_016687204v1
scaffold_546	chrUn_NW_016683774v1
scaffold_5461	chrUn_NW_016687205v1
scaffold_5463	chrUn_NW_016687206v1
scaffold_5464	chrUn_NW_016687207v1
scaffold_5465	chrUn_NW_016687208v1
scaffold_5466	chrUn_NW_016687209v1
scaffold_5467	chrUn_NW_016687210v1
scaffold_5468	chrUn_NW_016687211v1
scaffold_5469	chrUn_NW_016687212v1
scaffold_547	chrUn_NW_016683775v1
scaffold_5470	chrUn_NW_016687213v1
scaffold_5471	chrUn_NW_016687214v1
scaffold_5472	chrUn_NW_016687215v1
scaffold_5473	chrUn_NW_016687216v1
scaffold_5474	chrUn_NW_016687217v1
scaffold_5475	chrUn_NW_016687218v1
scaffold_5477	chrUn_NW_016687219v1
scaffold_5478	chrUn_NW_016687220v1
scaffold_548	chrUn_NW_016683776v1
scaffold_5480	chrUn_NW_016687221v1
scaffold_5483	chrUn_NW_016687222v1
scaffold_5484	chrUn_NW_016687223v1
scaffold_5485	chrUn_NW_016687224v1
scaffold_5486	chrUn_NW_016687225v1
scaffold_5487	chrUn_NW_016687226v1
scaffold_5488	chrUn_NW_016687227v1
scaffold_5489	chrUn_NW_016687228v1
scaffold_549	chrUn_NW_016683777v1
scaffold_5490	chrUn_NW_016687229v1
scaffold_5491	chrUn_NW_016687230v1
scaffold_5492	chrUn_NW_016687231v1
scaffold_5493	chrUn_NW_016687232v1
scaffold_5494	chrUn_NW_016687233v1
scaffold_5495	chrUn_NW_016687234v1
scaffold_5496	chrUn_NW_016687235v1
scaffold_5498	chrUn_NW_016687236v1
scaffold_5499	chrUn_NW_016687237v1
scaffold_55	chrUn_NW_016683396v1
scaffold_550	chrUn_NW_016683778v1
scaffold_5500	chrUn_NW_016687238v1
scaffold_5501	chrUn_NW_016687239v1
scaffold_5502	chrUn_NW_016687240v1
scaffold_5503	chrUn_NW_016687241v1
scaffold_5504	chrUn_NW_016687242v1
scaffold_5505	chrUn_NW_016687243v1
scaffold_5507	chrUn_NW_016687244v1
scaffold_5509	chrUn_NW_016687245v1
scaffold_551	chrUn_NW_016683779v1
scaffold_5510	chrUn_NW_016687246v1
scaffold_5511	chrUn_NW_016687247v1
scaffold_5512	chrUn_NW_016687248v1
scaffold_5513	chrUn_NW_016687249v1
scaffold_5514	chrUn_NW_016687250v1
scaffold_5516	chrUn_NW_016687251v1
scaffold_5517	chrUn_NW_016687252v1
scaffold_5518	chrUn_NW_016687253v1
scaffold_5519	chrUn_NW_016687254v1
scaffold_552	chrUn_NW_016683780v1
scaffold_5520	chrUn_NW_016687255v1
scaffold_5521	chrUn_NW_016687256v1
scaffold_5522	chrUn_NW_016687257v1
scaffold_5523	chrUn_NW_016687258v1
scaffold_5524	chrUn_NW_016687259v1
scaffold_5526	chrUn_NW_016687260v1
scaffold_5527	chrUn_NW_016687261v1
scaffold_5528	chrUn_NW_016687262v1
scaffold_5529	chrUn_NW_016687263v1
scaffold_553	chrUn_NW_016683781v1
scaffold_5531	chrUn_NW_016687264v1
scaffold_5532	chrUn_NW_016687265v1
scaffold_5533	chrUn_NW_016687266v1
scaffold_5534	chrUn_NW_016687267v1
scaffold_5535	chrUn_NW_016687268v1
scaffold_5537	chrUn_NW_016687269v1
scaffold_554	chrUn_NW_016683782v1
scaffold_5543	chrUn_NW_016687270v1
scaffold_5545	chrUn_NW_016687271v1
scaffold_5546	chrUn_NW_016687272v1
scaffold_5547	chrUn_NW_016687273v1
scaffold_5548	chrUn_NW_016687274v1
scaffold_555	chrUn_NW_016683783v1
scaffold_5551	chrUn_NW_016687275v1
scaffold_5552	chrUn_NW_016687276v1
scaffold_5554	chrUn_NW_016687277v1
scaffold_5555	chrUn_NW_016687278v1
scaffold_5556	chrUn_NW_016687279v1
scaffold_5557	chrUn_NW_016687280v1
scaffold_5558	chrUn_NW_016687281v1
scaffold_5559	chrUn_NW_016687282v1
scaffold_556	chrUn_NW_016683784v1
scaffold_5560	chrUn_NW_016687283v1
scaffold_5562	chrUn_NW_016687284v1
scaffold_5563	chrUn_NW_016687285v1
scaffold_5564	chrUn_NW_016687286v1
scaffold_5568	chrUn_NW_016687287v1
scaffold_5569	chrUn_NW_016687288v1
scaffold_557	chrUn_NW_016683785v1
scaffold_5570	chrUn_NW_016687289v1
scaffold_5571	chrUn_NW_016687290v1
scaffold_5572	chrUn_NW_016687291v1
scaffold_5573	chrUn_NW_016687292v1
scaffold_5575	chrUn_NW_016687293v1
scaffold_5577	chrUn_NW_016687294v1
scaffold_5578	chrUn_NW_016687295v1
scaffold_558	chrUn_NW_016683786v1
scaffold_5580	chrUn_NW_016687296v1
scaffold_5581	chrUn_NW_016687297v1
scaffold_5582	chrUn_NW_016687298v1
scaffold_5584	chrUn_NW_016687299v1
scaffold_5586	chrUn_NW_016687300v1
scaffold_5587	chrUn_NW_016687301v1
scaffold_5588	chrUn_NW_016687302v1
scaffold_5589	chrUn_NW_016687303v1
scaffold_5590	chrUn_NW_016687304v1
scaffold_5592	chrUn_NW_016687305v1
scaffold_5593	chrUn_NW_016687306v1
scaffold_5594	chrUn_NW_016687307v1
scaffold_5595	chrUn_NW_016687308v1
scaffold_5596	chrUn_NW_016687309v1
scaffold_5597	chrUn_NW_016687310v1
scaffold_5598	chrUn_NW_016687311v1
scaffold_5599	chrUn_NW_016687312v1
scaffold_56	chrUn_NW_016683397v1
scaffold_560	chrUn_NW_016683787v1
scaffold_5601	chrUn_NW_016687313v1
scaffold_5602	chrUn_NW_016687314v1
scaffold_5603	chrUn_NW_016687315v1
scaffold_5607	chrUn_NW_016687316v1
scaffold_5608	chrUn_NW_016687317v1
scaffold_561	chrUn_NW_016683788v1
scaffold_5610	chrUn_NW_016687318v1
scaffold_5611	chrUn_NW_016687319v1
scaffold_5612	chrUn_NW_016687320v1
scaffold_5613	chrUn_NW_016687321v1
scaffold_5614	chrUn_NW_016687322v1
scaffold_5615	chrUn_NW_016687323v1
scaffold_5616	chrUn_NW_016687324v1
scaffold_5617	chrUn_NW_016687325v1
scaffold_5618	chrUn_NW_016687326v1
scaffold_5619	chrUn_NW_016687327v1
scaffold_562	chrUn_NW_016683789v1
scaffold_5621	chrUn_NW_016687328v1
scaffold_5624	chrUn_NW_016687329v1
scaffold_5625	chrUn_NW_016687330v1
scaffold_5626	chrUn_NW_016687331v1
scaffold_5627	chrUn_NW_016687332v1
scaffold_5628	chrUn_NW_016687333v1
scaffold_5630	chrUn_NW_016687334v1
scaffold_5631	chrUn_NW_016687335v1
scaffold_5632	chrUn_NW_016687336v1
scaffold_5633	chrUn_NW_016687337v1
scaffold_5634	chrUn_NW_016687338v1
scaffold_5637	chrUn_NW_016687339v1
scaffold_5638	chrUn_NW_016687340v1
scaffold_5639	chrUn_NW_016687341v1
scaffold_564	chrUn_NW_016683790v1
scaffold_5642	chrUn_NW_016687342v1
scaffold_5643	chrUn_NW_016687343v1
scaffold_5644	chrUn_NW_016687344v1
scaffold_5645	chrUn_NW_016687345v1
scaffold_5646	chrUn_NW_016687346v1
scaffold_5649	chrUn_NW_016687347v1
scaffold_565	chrUn_NW_016683791v1
scaffold_5650	chrUn_NW_016687348v1
scaffold_5651	chrUn_NW_016687349v1
scaffold_5653	chrUn_NW_016687350v1
scaffold_5654	chrUn_NW_016687351v1
scaffold_5656	chrUn_NW_016687352v1
scaffold_5657	chrUn_NW_016687353v1
scaffold_5658	chrUn_NW_016687354v1
scaffold_5659	chrUn_NW_016687355v1
scaffold_5660	chrUn_NW_016687356v1
scaffold_5661	chrUn_NW_016687357v1
scaffold_5662	chrUn_NW_016687358v1
scaffold_5664	chrUn_NW_016687359v1
scaffold_5665	chrUn_NW_016687360v1
scaffold_5666	chrUn_NW_016687361v1
scaffold_5667	chrUn_NW_016687362v1
scaffold_5670	chrUn_NW_016687363v1
scaffold_5671	chrUn_NW_016687364v1
scaffold_5674	chrUn_NW_016687365v1
scaffold_5675	chrUn_NW_016687366v1
scaffold_5678	chrUn_NW_016687367v1
scaffold_5679	chrUn_NW_016687368v1
scaffold_5680	chrUn_NW_016687369v1
scaffold_5681	chrUn_NW_016687370v1
scaffold_5683	chrUn_NW_016687371v1
scaffold_5684	chrUn_NW_016687372v1
scaffold_5686	chrUn_NW_016687373v1
scaffold_569	chrUn_NW_016683792v1
scaffold_5690	chrUn_NW_016687374v1
scaffold_5691	chrUn_NW_016687375v1
scaffold_5692	chrUn_NW_016687376v1
scaffold_5693	chrUn_NW_016687377v1
scaffold_5695	chrUn_NW_016687378v1
scaffold_5697	chrUn_NW_016687379v1
scaffold_5698	chrUn_NW_016687380v1
scaffold_5699	chrUn_NW_016687381v1
scaffold_57	chrUn_NW_016683398v1
scaffold_570	chrUn_NW_016683793v1
scaffold_5700	chrUn_NW_016687382v1
scaffold_5704	chrUn_NW_016687383v1
scaffold_5705	chrUn_NW_016687384v1
scaffold_5706	chrUn_NW_016687385v1
scaffold_5707	chrUn_NW_016687386v1
scaffold_5708	chrUn_NW_016687387v1
scaffold_5709	chrUn_NW_016687388v1
scaffold_5711	chrUn_NW_016687389v1
scaffold_5712	chrUn_NW_016687390v1
scaffold_5714	chrUn_NW_016687391v1
scaffold_5715	chrUn_NW_016687392v1
scaffold_5716	chrUn_NW_016687393v1
scaffold_5717	chrUn_NW_016687394v1
scaffold_572	chrUn_NW_016683794v1
scaffold_5720	chrUn_NW_016687395v1
scaffold_5723	chrUn_NW_016687396v1
scaffold_5724	chrUn_NW_016687397v1
scaffold_5727	chrUn_NW_016687398v1
scaffold_5728	chrUn_NW_016687399v1
scaffold_5729	chrUn_NW_016687400v1
scaffold_573	chrUn_NW_016683795v1
scaffold_5730	chrUn_NW_016687401v1
scaffold_5731	chrUn_NW_016687402v1
scaffold_5732	chrUn_NW_016687403v1
scaffold_5733	chrUn_NW_016687404v1
scaffold_5734	chrUn_NW_016687405v1
scaffold_5735	chrUn_NW_016687406v1
scaffold_5736	chrUn_NW_016687407v1
scaffold_5737	chrUn_NW_016687408v1
scaffold_5738	chrUn_NW_016687409v1
scaffold_5739	chrUn_NW_016687410v1
scaffold_5740	chrUn_NW_016687411v1
scaffold_5741	chrUn_NW_016687412v1
scaffold_5743	chrUn_NW_016687413v1
scaffold_5744	chrUn_NW_016687414v1
scaffold_5745	chrUn_NW_016687415v1
scaffold_5746	chrUn_NW_016687416v1
scaffold_5748	chrUn_NW_016687417v1
scaffold_5749	chrUn_NW_016687418v1
scaffold_5750	chrUn_NW_016687419v1
scaffold_5752	chrUn_NW_016687420v1
scaffold_5754	chrUn_NW_016687421v1
scaffold_5755	chrUn_NW_016687422v1
scaffold_5757	chrUn_NW_016687423v1
scaffold_5758	chrUn_NW_016687424v1
scaffold_5759	chrUn_NW_016687425v1
scaffold_576	chrUn_NW_016683796v1
scaffold_5763	chrUn_NW_016687426v1
scaffold_5765	chrUn_NW_016687427v1
scaffold_5766	chrUn_NW_016687428v1
scaffold_5767	chrUn_NW_016687429v1
scaffold_5771	chrUn_NW_016687430v1
scaffold_5772	chrUn_NW_016687431v1
scaffold_5774	chrUn_NW_016687432v1
scaffold_5775	chrUn_NW_016687433v1
scaffold_5776	chrUn_NW_016687434v1
scaffold_5777	chrUn_NW_016687435v1
scaffold_578	chrUn_NW_016683797v1
scaffold_5780	chrUn_NW_016687436v1
scaffold_5782	chrUn_NW_016687437v1
scaffold_5785	chrUn_NW_016687438v1
scaffold_5786	chrUn_NW_016687439v1
scaffold_5787	chrUn_NW_016687440v1
scaffold_5788	chrUn_NW_016687441v1
scaffold_5789	chrUn_NW_016687442v1
scaffold_579	chrUn_NW_016683798v1
scaffold_5791	chrUn_NW_016687443v1
scaffold_5796	chrUn_NW_016687444v1
scaffold_5797	chrUn_NW_016687445v1
scaffold_5798	chrUn_NW_016687446v1
scaffold_5799	chrUn_NW_016687447v1
scaffold_58	chrUn_NW_016683399v1
scaffold_580	chrUn_NW_016683799v1
scaffold_5802	chrUn_NW_016687448v1
scaffold_5803	chrUn_NW_016687449v1
scaffold_5805	chrUn_NW_016687450v1
scaffold_5807	chrUn_NW_016687451v1
scaffold_5808	chrUn_NW_016687452v1
scaffold_5809	chrUn_NW_016687453v1
scaffold_581	chrUn_NW_016683800v1
scaffold_5810	chrUn_NW_016687454v1
scaffold_5811	chrUn_NW_016687455v1
scaffold_5812	chrUn_NW_016687456v1
scaffold_5813	chrUn_NW_016687457v1
scaffold_5814	chrUn_NW_016687458v1
scaffold_5815	chrUn_NW_016687459v1
scaffold_5816	chrUn_NW_016687460v1
scaffold_5817	chrUn_NW_016687461v1
scaffold_5818	chrUn_NW_016687462v1
scaffold_5819	chrUn_NW_016687463v1
scaffold_582	chrUn_NW_016683801v1
scaffold_5820	chrUn_NW_016687464v1
scaffold_5821	chrUn_NW_016687465v1
scaffold_5823	chrUn_NW_016687466v1
scaffold_5824	chrUn_NW_016687467v1
scaffold_5825	chrUn_NW_016687468v1
scaffold_5826	chrUn_NW_016687469v1
scaffold_5827	chrUn_NW_016687470v1
scaffold_5828	chrUn_NW_016687471v1
scaffold_583	chrUn_NW_016683802v1
scaffold_5830	chrUn_NW_016687472v1
scaffold_5831	chrUn_NW_016687473v1
scaffold_5832	chrUn_NW_016687474v1
scaffold_5834	chrUn_NW_016687475v1
scaffold_5837	chrUn_NW_016687476v1
scaffold_5838	chrUn_NW_016687477v1
scaffold_5839	chrUn_NW_016687478v1
scaffold_584	chrUn_NW_016683803v1
scaffold_5840	chrUn_NW_016687479v1
scaffold_5841	chrUn_NW_016687480v1
scaffold_5843	chrUn_NW_016687481v1
scaffold_5844	chrUn_NW_016687482v1
scaffold_5845	chrUn_NW_016687483v1
scaffold_5847	chrUn_NW_016687484v1
scaffold_5848	chrUn_NW_016687485v1
scaffold_5849	chrUn_NW_016687486v1
scaffold_585	chrUn_NW_016683804v1
scaffold_5850	chrUn_NW_016687487v1
scaffold_5852	chrUn_NW_016687488v1
scaffold_5853	chrUn_NW_016687489v1
scaffold_5854	chrUn_NW_016687490v1
scaffold_5855	chrUn_NW_016687491v1
scaffold_5856	chrUn_NW_016687492v1
scaffold_5858	chrUn_NW_016687493v1
scaffold_5859	chrUn_NW_016687494v1
scaffold_586	chrUn_NW_016683805v1
scaffold_5860	chrUn_NW_016687495v1
scaffold_5861	chrUn_NW_016687496v1
scaffold_5862	chrUn_NW_016687497v1
scaffold_5863	chrUn_NW_016687498v1
scaffold_5864	chrUn_NW_016687499v1
scaffold_5865	chrUn_NW_016687500v1
scaffold_5866	chrUn_NW_016687501v1
scaffold_5868	chrUn_NW_016687502v1
scaffold_5869	chrUn_NW_016687503v1
scaffold_587	chrUn_NW_016683806v1
scaffold_5870	chrUn_NW_016687504v1
scaffold_5871	chrUn_NW_016687505v1
scaffold_5872	chrUn_NW_016687506v1
scaffold_5874	chrUn_NW_016687507v1
scaffold_5875	chrUn_NW_016687508v1
scaffold_5876	chrUn_NW_016687509v1
scaffold_5878	chrUn_NW_016687510v1
scaffold_5879	chrUn_NW_016687511v1
scaffold_588	chrUn_NW_016683807v1
scaffold_5881	chrUn_NW_016687512v1
scaffold_5882	chrUn_NW_016687513v1
scaffold_5883	chrUn_NW_016687514v1
scaffold_5884	chrUn_NW_016687515v1
scaffold_5885	chrUn_NW_016687516v1
scaffold_5886	chrUn_NW_016687517v1
scaffold_5887	chrUn_NW_016687518v1
scaffold_5888	chrUn_NW_016687519v1
scaffold_5889	chrUn_NW_016687520v1
scaffold_589	chrUn_NW_016683808v1
scaffold_5891	chrUn_NW_016687521v1
scaffold_5892	chrUn_NW_016687522v1
scaffold_5894	chrUn_NW_016687523v1
scaffold_5895	chrUn_NW_016687524v1
scaffold_5898	chrUn_NW_016687525v1
scaffold_5899	chrUn_NW_016687526v1
scaffold_59	chrUn_NW_016683400v1
scaffold_590	chrUn_NW_016683809v1
scaffold_5902	chrUn_NW_016687527v1
scaffold_5904	chrUn_NW_016687528v1
scaffold_5905	chrUn_NW_016687529v1
